speech,emotion
요새 마음이 우울해서 집 안에만 있었는데. 너의 말대로 산책을 하면서 우울한 기분을 털어내야겠어.,Sadness
회사가 바쁘다는 핑계로 나한테 일을 너무 몰아 주는 느낌이야.,Angry
"지금 한 2, 3주 됐을걸?",Sadness
회사 컴퓨터로 작업해야 되는 거라서 오늘 야근이야.	,Sadness
응. 아직 못 가봤어.,Sadness
해피랑 같이 산책 좀 해볼게. 고마워.,Neutral
일이 너무 많아서 하루종일 앉아서 일하다보니까 허리가 여기저기 쑤셔.,Sadness
밥도 넘어가질 않아. 부모님께 말씀드릴 생각하려니. 정말 답답해서.,Sadness
룸메와 너무 자주 싸우게 돼.,Angry
아 그거라도 해야되겠다.	,Sadness
친구랑 한 약속이라서 내가 걱정하는 이런 사안들을 말을 하면은 미룰 순 있을 거 같은데 오랜만에 보는 거라 나도 좀 미안하네.,Fear
내가 약속이 있어서 친구 기달리는데 아직도 안 왔어.,Angry
지진이 발생하는 순간 정말 아비규환이었어. 얼마나 놀랐나 몰라.,Fear
다친 사람도 많아.,Sadness
친구를 기다린지 한 시간이 넘었는데 연락도 없고 오지도 않아.,Angry
이야기 많이 했어. 하지만 고친다고 하는데 중독이라 되질 않아.,Sadness
처음엔 권태기가 왔다고 시간을 갖자고 하더라고. 그래서 자연스럽게 헤어지게 된 것 같아.,Sadness
아직 한 시간이나 기다렸는데 연락도 없어.,Angry
내가 이 회사 들어가려고 얼마나 노력했는데 이런 일 때문에 그만둘 순 없어 참을 거야.,Angry
그러고 싶은데 도저히 여유가 안 나.	,Sadness
우리 곁에서 함께한 해피가 갑자기 하늘 나라로 가서 가족들이 너무 슬퍼하고 허전해 해.	,Sadness
두 달이 지났는데도 아직도 마음이 아파 정리가 잘 안 되네.	,Sadness
떨어졌으니까 다른회사 준비를 해야지.,Sadness
나도 좋은 곳으로 갔을 것 같아. 우리한테 정말 행복을 주는 아이였잖아.,Sadness
우리집 반려견 해피가 어제 세상을 떠났어.,Sadness
너무 자주 있는 일이지.,Angry
내일까지 다시 작성해야 해서 오늘도 밤 새워야할 것 같아.,Sadness
따로 살려면 내가 보증금을 빼 줘야 해. 아직은 돈의 여유가 없어.,Sadness
지금은 괜찮으셔. 하지만 병원에 이틀간 입원하셔야 된대.,Sadness
청소 문제로 자꾸 싸우게 되니까 내가 스트레스 받아서 같이 살기 힘들 거 같아.,Angry
지금 하고 있는 일도 많은데 거기에 또 새로운 업무를 준다니까 너무 지치고 힘들어서 나도 다른 직장으로 옮기고 싶어. 하지만 경기가 좋지 않아서 직장 구하기가 쉽지 않아.,Sadness
모두 슬퍼하고 계셔.,Sadness
회사에서 또 전화왔어!,Angry
룸메이트랑 너무 자주 싸우게 돼서 속상해.,Sadness
버려지는 유기견들의 생활 모습이었어.,Sadness
알았어. 힘들 때마다 연락할게.,Sadness
다 내가 처음에 잘못해서 이렇게 된걸.,Sadness
그래. 그래야겠다. ,Happiness
유기견 다큐멘터리를 봤는데 무책임한 사람때문에 정말 화가 나.,Angry
너무 바빠서 병원에 갈 시간이 없어서 병원에 못 가봤어.,Sadness
고마워. 그래도 내 잘못이 있으니까 혼났겠지. 내 잘못이 없었으면 혼나지도 않았을거야.,Sadness
룸메가 너무 방을 더럽게 쓰는 거 같아.	,Angry
통장에 2만원 있어. 그게 다야.,Sadness
나 어떻게 살지. 망했어!,Sadness
시간 날 때 조금씩이라도 스트레칭을 해서 허리가 덜 아프게 해야겠어. 그리고 나중에 시간 날 때 병원에 가봐야 할 것 같아.,Sadness
한 시간정도 기다렸는데 연락도 없네.,Angry
옆 테이블에서 밥 먹는 사람들은 도망치다가 넘어지고. 내 친구는 그 와중에 발까지 삐었어.,Fear
친구가 약속 시간에 너무 늦어서 무슨 일이 생겼는지 걱정이 되기도 하고 답답해서 친구한테 전화를 했는데 전화도 안 받아.,Angry
나 결국 헤어졌어.	,Sadness
3년 전에 친구 소개로 만나게 되었어.,Sadness
조금만 더 기다리다가 연락을 해보려고 했는데 어차피 해도 연락도 안 받아.,Angry
계약직 사원은 나 혼자밖에 없어. 나를 이해해줄 사람이 없다는 얘기지.,Sadness
오늘은 좀 힘들 것 같아. ,Sadness
어후 이제는 더 이상 못 참을 것 같아 아니 일하는 사람이 나만 있는 것도 아니고.	,Angry
집에 들어설 때면 제일 먼저 나를 반겼던 해피가 집에 없으니까 너무 이상하고 허전해. 해피가 너무 보고싶어!,Sadness
룸메이트랑 오늘 또 싸웠어!,Angry
면접 다 보고 나서 부모님에게 통화했어.,Sadness
나 결국 헤어지게 됐어.	,Sadness
그저께 저녁에 갑자기 의식을 잃고 쓰러져서 동물 병원 응급실로 데려갔어 응급실에서 치료를 받으면서 좀 나아지는 거 같았는데 결국엔 세상을 떠났어.	,Sadness
그래. 오늘은 꼭 이야기를 해봐야겠다.,Angry
나 결국 헤어졌어.,Sadness
일주일에 다섯 번은 드시고 계신 것 같애.,Angry
나 결국에 남자친구랑 헤어졌어.,Sadness
일주일에 다섯 번은 드시니까 자주 드시는 거지.,Sadness
한시간이 지나도 친구가 오지 않아서 너무나 답답해서 친구한테 전화를 했어. 그런데 친구가 전화를 안 받아. 어떻게 된 건지 알수가 없어.,Angry
그래야하는데 너무 정이 많이 들어서 너무 보고 싶어.	,Sadness
요즘 다른데 일자리 구하기도 힘들잖아 그래서 참고 있는 거야.	,Angry
룸메이트가 방을 어지럽히고 방 청소를 안 해서 자주 싸우게 돼.,Angry
유기견 보호 센터에 들어오는 강아지의 수가 작년보다 세 배는 늘었대.,Sadness
우리 해피가 어제 세상을 떠났어.,Sadness
경기도에 있는 유기견 보호 센터를 촬영하더라고. 그곳에 버려진 유기견들이 정말 많았어.,Angry
당분간 시간 날 때마다 스트레칭을 허리가 덜 아프게 해 봐야겠어 바쁜게 끝나면 얼른 병원에 가야 할 거 같아.	,Sadness
고등학교 때 친한 친구여서 아주 편한 사이였어.,Angry
냉장고에 반찬이 조금 남아있어. 쌀은 거의 다 바닥났어.,Sadness
아 생활비가 다 떨어졌어. 2주 후에나 들어온대.,Sadness
연락을 해 봤는데 연락을 받질 않아.	,Angry
경기도에 있는 유기견 보호소를 찍은 내용이었어.,Angry
약속을 잡고 만날 때마다 매번 늦어! 너무 속상하고 화가 나!,Angry
회사에서 또 연락왔어.,Angry
3년동안 사귀면서 한 번도 싸운 적이 없었어. 정말 나한테 잘해줬거든.,Sadness
"이런 일이 자주 있진 않은데, 얘가 너무 개념이 없어.",Angry
알았어. 오늘처럼 힘들 때마다 내 얘기 들어줘.,Sadness
"그래 ,그렇게 말해 주니 고맙다.	",Happiness
너한테 얘기하고 나면 편하긴 한데 너도 듣기 힘들지?,Sadness
룸메이트와 너무 자주 싸우게 돼.,Angry
너무 지저분해! 자기 물건도 치우지도 않고 음식물 쓰레기를 여기저기 마구 버려!,Angry
괜히 매일 우울한 기분이야.,Sadness
사귀던 남자친구가 갑자기 권태기가 왔다고 잠깐 떨어져 있자고 했어. 그런데 나중에 알고 봤더니 새로운 여자친구가 생긴거야. 그래서 헤어지게 됐어.,Sadness
15년 동안 우리 곁에서 함께한 해피가 갑자기 세상을 떠나서 다들 슬퍼하시고 힘들어해.	,Sadness
청소하는 날짜를 같이 정해 놨는데 그 날짜만 되면 친구랑 약속 있다고 나가 버리는 거야.	,Angry
고마워. 꼭 그런 날이 왔으면 좋겠다!,Sadness
권태기가 왔다고 그만 만나자 하더라.,Sadness
남자 친구랑 지냈던 추억이 자꾸 생각나서 마음 정리 하기가 쉽지 않아.	,Sadness
남자친구가 권태기가 왔다고 잠깐 떨어져서 지내자고 했어. 그런데 나중에 알고 봤더니 새로운 여자친구가 생겼더라고. 그래서 결국 헤어지게 됐어.,Sadness
회사 고민을 이야기할 사람이 아무도 없어서 더 스트레스 받아.,Sadness
꼭 좋은 데로 갔으면 좋겠어.,Sadness
그냥 친구들한테 넋두리 하는 거지 뭐.,Sadness
"고등학교 때부터 알던 친구인데, 방을 이렇게 더럽게 사용할 줄 몰랐어. 아마 알았다면 같이 안 살았을거야.",Angry
정부보조금이랑 기부금으로 운영되고 있대.,Sadness
권태기래. 잠깐 시간 갖자더니 금방 헤어지자고 연락이 온 거야.,Sadness
노견이어도 어디 다른데 아픈 덴 없었는데 그저께 갑자기 의식이 없는 거야.	,Sadness
넘어지시면서 허리만 다치셔서 생명에 지장은 없어. 하지만 허리치료 때문에 당분간 병원신세를 지셔야 해.,Sadness
작년보다 5배는 더 늘어난 거 같애.,Sadness
내일 약속이 있는데 나 그대로 가도 될까?,Fear
약속이 있어서 친구를 기다리는데 아직 안 와.	,Angry
피가 어제 세상을 떠났어.,Sadness
한 번만 더 대화를 해보고 안 되면 어쩔 수 없을 것 같아.,Angry
가족들도 아파트 대출금 갚느라고 다들 힘들어 하셔. 말을 해 볼 수가 없어.,Sadness
딱 2만원 남았어. 아휴.,Sadness
자주 그러진 않는데 최근들어서 요즘 계속 그러네.,Angry
응. 최근에 작년보다 세 배나 더 늘었대. 아이들이 너무 불쌍해보였어.,Sadness
약속시간에 지각하는 거에 대해서 친구한테 이야기한 적은 한 번도 없어.,Angry
어제 저녁에 정말 무서웠어! ,Fear
내가 만만한가봐. 자꾸 나한테만 일을 시켜.,Angry
이제 두 달 다 돼가. 그런데 잊는게 너무 힘들어.,Sadness
오늘 제대로 진짜 한번 내가 본 때를 보여줄라고.,Angry
한 시간 넘게 혼자서 기다리는데 너무 화가 나.,Angry
해피가 어제 세상을 떠났어. ,Sadness
룸메이트가 방을 어지럽히고 방 청소를 안 해. 그래서 자꾸 싸우게 돼.,Angry
이야기해서 조금 나아지는가 싶더니 다시 여기저기 막 버리기 시작했어.,Angry
요즘 되는 일이 잘 없는 것 같애.,Sadness
3년 전에 친구 소개로 만나게 되었어. ,Sadness
몸과 마음을 잘 추스려야 하는 데 해피가 우리 곁에 없다고 생각하니까 너무 슬퍼서 하루종일 우는 날도 있어.,Sadness
물론 그럴 때마다 얘기를 해 봤지. 오늘 한 번만이라고 하더니 매번 같은 날 나가.,Angry
대학 동아리에서 만나게 되어서 연인으로 발전했지.,Sadness
당연히 이야기는 해봤지. 일이 힘드셔서 드시는 거래. 아무래도 중독이신 것 같애.,Sadness
3년 전에 고등학교 친구가 소개시켜 줘서 만났어.,Sadness
술 드시고 오실 때마다 얘기는 해봤지. 하지만 힘드셔서 그런다고 그러시길래 뭐라고 말씀드릴 수 없었어.,Sadness
약속을 잡고 만날 때마다 매번 약속 시간에 늦어서 속상했어.	,Angry
친구가 아직도 안오고 있어.,Angry
알겠어. 얘기 들어줘서 정말 고마워.,Sadness
나 결국 헤어지게 됐어.,Sadness
맞아 버려진 유기견들 보니까 작고 귀여운 아이들은 없고 다 커다란 개들이였어.,Sadness
회사 선배 소개로 만나게 되었어.,Sadness
다들 너무 충격 받아서 우리 해피 가여워서 어떡해..,Sadness
우리 아빠는 일주일에 다섯 번은 기본이고 어떤 주에는 일곱 번도 드셔. 그만큼 술을 너무 자주 드셔.,Angry
정부에서 보조금 조금 주고 있대. 그리고 사람들의 기부금으로 운영되고 있고.,Sadness
"친구랑 오래 전부터 내일 만나기로 약속한 거긴 한데, 상황이 안 좋으니까 어떻게 해야 할지 고민 중이야.",Neutral
친구를 기다린지 한시간이 넘었는데 연락도 없고 올 생각을 안해.,Angry
3개월 된 강아지를 길에 버리더라고!,Angry
꼭 슬럼프에 빠진 느낌이야. 하던 일도 잘 되지도 않고.,Sadness
아 그냥 냉장고에 남은 반찬으로 버텨야지.,Sadness
내가 어제 저녁에 진짜 무서웠어.	,Fear
화장실 입구에 토해놔서 다른 칸에 갈 수가 없어. 화장실 자체를 들어갈 수가 없다고.,Disgust
윽! 누가 화장실에 토하고 안 치웠어!,Disgust
지금 막 퇴근하고 들어왔는데 회사에서 전화 왔어.,Angry
저녁에 친구랑 식당에서 밥을 먹는데 갑자기 지진이 일어났어.,Fear
몇 군데 알아보고 있긴 한데 마땅한 자리가 없어.,Sadness
나 면접 또 떨어졌어.,Sadness
3년 정도 됐지.,Neutral
너무 오랫동안 기다리는데 친구가 연락도 없고 그래서 너무 답답해서 전화를 했어. 그런데 친구가 전화를 안 받아.,Angry
갑자기 응급실에 갔는데 그렇게 되었네.,Sadness
모르겠어. 그냥 다 하기 싫고 입맛도 없고 그래.,Sadness
"방청소를 내가 계속 하니까 너무 화가 나서 룸메한테 방 좀 치우라고 말을 했어. 그랬더니 며칠 동안은 방 청소를 하더니, 다시 요새 방을 어지럽혀.",Angry
그거 말고는 다른 건 특별히 문제될 건 없어.,Sadness
그래도 돈은 벌어야 하니까 일단 버티고 봐야지.,Sadness
남자 친구랑 마음이 너무 잘 맞아서 평소에 싸운 적이 한 번도 없었어.,Sadness
집에 들어오면 항상 나를 반겨주던 해피가 집에 없으니까 너무 이상해. 해피의 빈 자리가 너무 크게 느껴져서 너무 슬퍼.,Sadness
청소 문제 말고는 별다르게 나랑 다툰 적이 없어.,Disgust
평소에 싸운 적이 없는데 그만 만나자 하더라.,Sadness
평소에 마음이 너무 잘 맞아서 싸운 적이 한 번도 없었어. 그래서 헤어질 거라고는 생각 못했어.,Sadness
오늘 회사에서 전화 와서 너무 힘들고 짜증이 났는데 너한테 이야기 하고 나니까 마음이 편해졌어 앞으로도 부탁할게.	,Happiness
1시간이 넘었어 연락도 안 되고 정말 화가 나.	,Angry
요즘 매일 우울해.,Sadness
친구가 소개시켜줘서 만나서 3년 동안 사귀었어.,Sadness
3년 동안 만나면서 한번도 싸운 적이 없었어. 나한테 항상 맞춰줬거든.,Sadness
장례는 어제 바로 진행했어.,Sadness
아빠가 너무 자주 많이 드셔서 가족들이 건강이 걱정돼서 술 좀 끊으라고 말씀 드렸어 하지만 아빠는 우리 말을 무시하고 계속 술을 많이 드셔.	,Angry
맞아. 버려진 유기견들은 다 컸더라고. ,Sadness
약속 장소를 옮겨 보는 것도 좋은 방법인 거 같아. 그런데 친구가 어떻게 생각할지 모르겠어.,Fear
이 친구는 약속을 잡을 때마다 매번 약속시간에 늦어. 그래서 어쩔 때는 화가 나.,Angry
경제 상황이 어려워지니까 그러는 거 같애.,Sadness
"바쁘기만 하고, 되는 일이 하나도 없어 어떻게 해야 되지?",Sadness
아 지금 그럴 상황이 아니야 가족들도 다 힘들어서,Sadness
너무 힘들고 바쁜 건 다 지나간 것 같거든 그다음부터 갑자기 무기력해진 거야.	,Sadness
어제 저녁에 뉴스에서 나왔듯이 지진이 일어났잖아.,Fear
그렇지 않아도 관리하신 아저씨께 말씀 드리고 왔어.,Disgust
"요새 일이 너무 많아서 회사에서 야근하는데, 이번에 또 전화해서 새로운 업무를 주겠대. 너무 지치고 힘들어서 회사 다니기 싫어.",Angry
갑자기 일어난 지진 때문에 엄청 놀랐어! 다행히 다친덴 없었어.,Fear
으응. 동료 한 명이 있긴 한데 그 친구한테는 일을 안 시키니 공감은 못해.,Sadness
오늘이 발표날인데 연락이 안 오더라고. 그래서 알아봤더니 떨어졌대.,Sadness
아니. 싸운 적이 한 번도 없었어.,Sadness
만나기로 약속을 할 때마다 매번 약속 시간에 늦어.,Angry
응. 진짜로 그러길 바라. 고맙다.,Happiness
그런 것 같긴 해. 어떻게 해야지 우울증을 탈출할 수 있을까?,Sadness
"고등학교 때부터 알던 친구인데, 이렇게 방을 지저분하게 사용할 줄 몰랐어. 아마 알았으면 룸메이트 안 했을거야.",Angry
면접에서 또 떨어졌어.	,Sadness
우리 아빠가 어제 또 다쳤어.,Sadness
"헤어진지 두 달 정도 됐는데 헤어진 것이 아직 실감이 나지 않아서, 다른 사람 만나기가 두려워.",Sadness
나는 잘하는 게 아무것도 없는 것 같아.,Sadness
같이 보증금을 내고 들어왔기 때문에 따로 살려면 내가 보증금을 빼 줘야 해. 지금은 여력이 없어.,Sadness
두 달 전쯤에 헤어졌어.,Sadness
헤어진 지 두 달 정도 됐는데 마음이 너무 아파.,Sadness
나 내일 약속 있는데 그대로 나가도 될까?,Fear
약속 시간에 지각하는 거에 대해서 친구한테 이야기 해 본 적이 한 번도 없어 매번 그냥 내가 참고 넘어갔어.	,Angry
연락이 더 안 되니까 더 짜증이 나. 덥기도 하고.,Angry
정말 다 하기 싫어 이런 적은 처음이야.	,Sadness
사귀는 동안 성격이 너무 잘 맞아서 싸운 적이 한 번도 없었어. 그래서 헤어질 거라고는 생각도 못했어.,Sadness
청소 시간만 되면 사라지고 없어.,Angry
이제 두 달이 다 돼가. 정말 잊혀지지가 않아.,Sadness
내가 더 잘해줬어야 됐는데. 너무 불쌍한 생각만 들어.,Sadness
우리집 강아지 해피가 세상을 떠났어.,Sadness
나 내일 약속 있는데 그대로 나가도 될까?,Fear
계속 진행해 온 프로젝트가 잘 풀리지 않는 것 같아. 그래서 마음이 우울해!,Sadness
"약속 시간에 대한 문제를 친구한테 이야기하려고 했는데, 이야기해봤자 서로 싸우게 될 거 같아서 내가 참았어.",Angry
"응. 가족들은 괜찮은데, 아직도 좀 후유증이 있지.",Sadness
유기견 보호 센터도 답은 아니더라고.,Sadness
시간을 좀 내서 취미생활을 가져보긴 할게.,Sadness
나 하루하루가 너무 우울해.,Sadness
요즘 아무 것도 안 하고 그냥 있는 시간이 많아. 그러니까 취미 시간을 갖는 건 좋을 것 같애.,Neutral
다들 대피 요령을 잘 알고 있어서 잘 대피했어.,Fear
잘 모르겠어. 모든 일에 의욕이 하나도 없어. 힘도 없고.,Sadness
속이 울렁 거려.,Disgust
"일이 너무 많아서 힘들고 지치긴 한데, 다른 회사에 갈 데가 없어. 당분간은 참고 다녀야 해.",Sadness
퇴근한지 얼마나 됐다고 회사에서 또 연락 왔어!,Angry
공채로 뽑는 마지막 회사였어 지금은 다른 회사가 안 나와있어.	,Sadness
두 달 정도 됐는데 아직도 마음이 아파.,Sadness
약속 시간에 지각하는 거에 대해서 친구한테 이야기 한 적이 한번도 없었어. 그냥 내가 참고 넘어갔어!,Angry
1시간 넘게 기다리고 있어.,Angry
산책 좋지. 알겠어. 지금 갔다와볼게.,Sadness
청소 습관이 서로 안 맞으니까 자꾸 싸우게 돼. 그래서 내가 너무 스트레스 받아. 아무래도 따로 사는 게 가장 좋은 방법 같아.,Sadness
홈페이지 들어가서 합격자 명단 봤는데 내 이름이 또 없어.	,Sadness
나 면접에 또 떨어졌어.,Sadness
"어제 감기가 걸려서 몸이 너무 아팠는데, 밤샘 작업해서 기획안을 완성했어. 완성된 기획안을 상사한테 제출했는데, 상사가 잘못했다고 처음부터 다시 만들어 오래.",Sadness
"음 그래, 알겠어 고마워.",Happiness
이번 회사만 두 달 간 준비했었어. 공채로 마지막 보는 회사였거든. 다른 회사는 지금 없어.,Sadness
룸메와 너무 자주 싸우게 돼.,Angry
괜히 우울한 기분이 들어.,Sadness
며칠 전에 확진자가 나온 강남역이야! 좀 찜찜해서 그래!,Fear
약속할 때마다 항상 늦는 친구야. 이번은 좀 심하고.,Angry
바쁘기도 했지. 일도 제대로 진행도 안 되고 잘 풀리지가 않아.,Sadness
남자친구랑 함께 했던 시간이 너무 많아서 남자친구를 머리 속에서 지우려면 시간이 많이 걸릴 거 같아. 아직까지는 이별 받아들이는 게 쉽지 않아.,Sadness
당연히 화가 나서 화를 내봤지. 다음에 같이 하겠다고 하더니 또 없어.,Angry
나 면접 또 떨어졌어.,Sadness
만나기로 한 친구가 여태 안 왔어!,Angry
그저께 저녁에 갑자기 의식을 잃어서 동물 병원 응급실로 데려갔어 의식을 찾으면서 좀 나아졌나 싶었는데 결국 세상을 떠났어.	,Sadness
강남역이야. 그 곳에서 확진자 나왔잖아.,Fear
요새 너무 우울해서 집 안에만 있었는데 오늘은 밖에 나가서 기분전환 좀 해야겠어.,Sadness
퇴근한지 얼마나 됐다고 회사에서 또 전화 왔어.,Angry
그러니까. 애초에 키우지를 말지.,Angry
그냥 일이 제대로 진행이 안 되네 어 컨디션도 너무 안 좋고.	,Sadness
반려견 데리고 산책 좀 해야되겠다.,Neutral
모두 무사하긴 한데. 다들 깜짝 놀랐어.,Surprise
무기력증이 맞는 것 같아. 힘들고 바쁜 일이 조금 지났거든. 그러니깐 갑자기 무기력증이 찾아온거지.,Sadness
사람들의 기부금으로 운영이 되고 있는데 요즘엔 기부금도 줄었대.,Sadness
회사 안에 내 마음을 털어놓고 이야기 할 사람이 없어서 더 힘든 것 같아.,Sadness
나보다 더 기대하셔서 말씀 못드렸어.,Sadness
"퇴근한 지 얼마나 됐다고, 회사에서 또 전화 왔어.",Angry
아니 얘가 전화를 안받아.,Angry
어떡하지. 나 내일 약속 취소할까?,Fear
퇴근한지 얼마나 됐다고 회사에서 또 전화 왔어.,Angry
입맛도 없어. 배도 안 고프구.,Sadness
오늘 합격자 발표 날이라서 회사에 전화 했는데 불합격이라는 걸 알려줬어.	,Sadness
잘못된 기획안을 처음부터 다시 다 만들려면 일이 엄청 많아. 그래서 쉴 시간이 없어.,Sadness
나 내일 약속 있는데 그대로 가도 될까?,Fear
부모님께 말씀 못 드리겠어. 기대가 너무 크셨거든.,Sadness
룸메가 너무 방을 더럽게 쓰고 청소를 안해.,Angry
컨디션이 좋은 날이 별로 없고 진행하고 있는 프로젝트가 잘 풀리지 않아서 기분이 안 좋아.,Sadness
내가 먼저 한 약속이라 미루기가 좀 그래.,Fear
뭐 와야지 이야기를 하지.,Angry
그래. 뭘 하든 해야지.,Sadness
권태기가 왔다던데 아무래도 다른 사람 생겼나봐.,Sadness
응. 고등학교 동창이었어. 그땐 이렇게 이기적인지 몰랐지.,Angry
잠깐 친구 만나러 나왔어.,Sadness
15년동안 함께한 해피가 갑자기 세상을 떠나서 다들 슬퍼하시고 힘들어하셔. ,Sadness
지난번에도 한번 미룬 약속이야. 더는 못 미뤄.,Sadness
나 결국 헤어졌어.,Sadness
요새 일이 너무 많아서 매일매일 야근하는 것도 너무 힘든데 이번에 또 나한테 새로운 업무를 주겠대. 정말 나한테 회사 왜 그런걸까? 너무 일이 많아지니까 힘들어서 회사 다니기 싫어.,Sadness
장례는 어제 진행했어. 근데 어떡하지? 너무 슬퍼.,Sadness
나 내일 약속이 있는데 나가야 될까 고민이야.	,Fear
그냥 아무것도 안하고 싶어. 뭘 하고싶은 의욕도 없어.,Sadness
나 내일 약속 있는데 그대로 나가도 될까?,Fear
알았어 해피랑 산책도 많이 하고 내 기분을 돌릴 수 있게 해 볼게.	,Sadness
그래. 물 한 잔 먹고 잊어버려야겠어.,Disgust
오늘 회사에서 전화가 와서 너무 스트레스 받고 힘들었는데 너한테 이야기하고 나니까 마음이 좀 풀렸어 앞으로도 너한테 이야기할게.	,Happiness
우리 아빠가 어제 또 다쳤대.,Sadness
요즘 슬럼프에 빠졌나봐.,Sadness
밥 생각이 없어. 이따 집에 가서 부모님이랑 같이 저녁 먹어야 되겠어.,Sadness
나 면접 또 떨어졌어.,Sadness
요새 일이 너무 많아서 매일 야근하는 것도 힘든데 이번에는 또 새로운 업무를 나한테 주겠대. 너무 힘들어서 회사다니기 싫어.,Angry
어. 사실 매번 그러는 애긴 해.,Angry
강남인데 거기 확진자가 왔다 갔대.,Fear
과장님이 전화와서 이번에 또 새로운 업무를 주겠다고 했어. 너무 짜증이 나.,Angry
"콜록, 콜록. 상사한테 또 혼났어.",Sadness
나 결국 헤어졌어.,Sadness
이번 면접에 떨어졌으니까 다른 회사에 갈 준비를 해야하는데 자꾸 떨어지고 나니까 자신이 안 생겨.,Sadness
오늘 많이 지치고 힘들어서 나도 집에 가서 빨리 쉬고 싶어. 하지만 잘못된 기획안을 다시 만들어서 내일까지 제출해야 해서 일이 너무 많아. 그래서 야근해야 할 것 같아.,Sadness
프로젝트도 엉망이고 다 안 되는 것 같아.,Sadness
나는 잘하는게 하나도 없나 봐.	,Sadness
전에 얘기를 해봤는데 바뀌는 듯 하다가 다시 돌아왔어.,Angry
나 면접에서 또 떨어졌어.,Sadness
지금 하고 있는 일에 진도가 잘 나가지 않아서 일하고 싶은 마음도 사라졌어 무기력한 마음이 점점 늘어가고 있어.	,Sadness
퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.,Angry
아빠가 또 다쳤어.,Sadness
내일 약속 있는데 나가도 될까?,Fear
헤어진지는 두 달이나 넘었어.,Sadness
나 내일 약속있는데 그대로 나가도 될까?,Fear
따로 살자고 했더니 보증금을 당장에 빼달래. 내가 보증금 빼줄 돈이 없어.,Fear
한 달 간 이 회사 면접 준비 했었잖아. 조금 쉬고 싶어. 너무 지친 것 같애.,Sadness
해피의 장례식은 가족끼리 잘 치렀어. 해피가 이 세상에 없다고 생각하니까 너무 슬퍼서 한참 울었어.,Sadness
취소하는 건 어렵고. 니 말대로 약속 장소를 옮겨볼게.,Neutral
권태기가 왔는 지 갑자기 시간을 갖자는거야 그러더니 며칠 후에 헤어지재. ,Sadness
회사 안에 내 마음을 털어놓고 이야기할 사람이 아무도 없어. 그래서 더 힘들고 지치는 것 같아!,Sadness
나 결국 남자친구랑 헤어졌어.,Sadness
권태기 왔다고 시간 좀 갖자고 하더니. 알고 봤더니 다른 사람이 생겼더라고.,Sadness
강남역이야. 그 곳에서 확진자가 나왔다잖아.,Fear
그래. 뭐 혼자 집에 있는 것보다 그게 나을 수도 있겠다.,Sadness
강남역인데 그곳에서 확진자가 나왔대!,Fear
퇴근한 지 얼마나 됐다고 회사에서 또 연락이 와.,Angry
유기견들 일상 생활을 보여주는 거였거든. ,Sadness
맞아. 버려진 아이들 보니까 다 큰 성인견들이더라고. 귀여울 때는 키우지만 다 크고 나면 귀찮아지는 거지.,Sadness
어제 저녁에 진짜 무서웠어.,Fear
술먹다가 계단에서 고꾸라졌대.,Sadness
만사 귀차니즘 다 하기 싫어.,Sadness
며칠 전부터 안 좋아보이더라고. 그러다니 어제 끝내 눈을 감았어.,Sadness
아직 밖이야. 집에 못가겠어.,Sadness
나도 너무 힘들어서 직장을 옮기고 싶어. 하지만 요새 경기가 좋지 않아서 직장 구하기가 힘들어.,Sadness
우리 아빠가 어제 또 다쳤어.	,Sadness
아주 중요한 약속이라 미루기는 좀 힘들 것 같고.,Fear
요새 일이 많아서 매일 야근하는 것도 힘든데 나한테 또 새로운 업무를 주겠다고 하니까 그 일을 내가 다 소화시킬 수 있을지 걱정이야.,Fear
팀장님한테 또 깨졌어. 기획안을 다시 써오래.,Sadness
권태기가 왔대 그런데 다른 여자가 생긴 것 같아.	,Sadness
면접이 조금 어렵긴 했었는데 대답을 잘해서 합격할 거라고 생각했어. 그런데 불합격했다고 하니까 너무 속상해.,Sadness
나도 내 노력을 인정받는 날이 빨리 왔으면 좋겠어.	,Sadness
며칠 전에 확진자가 나온 강남역이야. 무서워서 못 가겠어.,Fear
밤새워 준비한 기획안을 또 퇴짜 맞았어. 다시 해오래.,Sadness
고등학교 때부터 알고 지내왔어.,Neutral
너의 말 대로 무기력한 마음이 사라질 수 있게 취미 시간을 가져봐야겠어.,Sadness
우리 해피가 어제 세상을 떠났어.,Sadness
술 먹고 계단에서 굴렀대.,Sadness
강남인데 거기 요즘 확진자 많이 나온다고 난리도 아니잖아.,Fear
나 결국 헤어졌어.	,Sadness
이번에 확진자가 나온 강남역이야. 정말 마음이 찜찜해.,Fear
나 내일 약속이 있는데 그대로 나가도 될까?,Fear
아직 발표난 거 말씀 못 드렸어 기대가 많으시거든.	,Sadness
견 다큐멘터리를 봤는데 책임감 없는 사람들이 너무 많더라.,Angry
기분 나쁘지 않게 이야기는 한 번 꺼내볼게. 걱정하지 마.,Fear
3년 전에 친구 소개로 만나게 되었어.,Sadness
오늘 갑자기 회사에서 전화 와서 너무 짜증이 났는데 너한테 이야기하고 나니까 마음이 좀 풀렸어 앞으로 힘들고 지칠 때 너한테 이야기할게.	,Sadness
